queue_order,resource_type,resource_id,title,url,capture_wave,priority_basis,related_gap_ids,candidate_comparison_source_ids,affected_nonverified_knowledge_ids,affected_current_evidence_knowledge_ids,affected_taxonomy_ids,work_state,state_basis,capture_action,completion_gate
166,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0060,March 2019,https://www.mygroundbiz.com/news?sort=Date&archive=2019-03&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
167,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0061,February 2019,https://www.mygroundbiz.com/news?sort=Date&archive=2019-02&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
168,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0062,January 2019,https://www.mygroundbiz.com/news?sort=Date&archive=2019-01&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
169,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0063,December 2018,https://www.mygroundbiz.com/news?sort=Date&archive=2018-12&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
170,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0064,November 2018,https://www.mygroundbiz.com/news?sort=Date&archive=2018-11&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
171,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0065,October 2018,https://www.mygroundbiz.com/news?sort=Date&archive=2018-10&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
172,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0066,September 2018,https://www.mygroundbiz.com/news?sort=Date&archive=2018-09&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
173,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0067,August 2018,https://www.mygroundbiz.com/news?sort=Date&archive=2018-08&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
174,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0068,July 2018,https://www.mygroundbiz.com/news?sort=Date&archive=2018-07&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
175,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0069,June 2018,https://www.mygroundbiz.com/news?sort=Date&archive=2018-06&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
176,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0070,May 2018,https://www.mygroundbiz.com/news?sort=Date&archive=2018-05&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
177,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0071,April 2018,https://www.mygroundbiz.com/news?sort=Date&archive=2018-04&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
178,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0072,March 2018,https://www.mygroundbiz.com/news?sort=Date&archive=2018-03&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
179,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0073,February 2018,https://www.mygroundbiz.com/news?sort=Date&archive=2018-02&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
180,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0074,January 2018,https://www.mygroundbiz.com/news?sort=Date&archive=2018-01&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
181,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0075,December 2017,https://www.mygroundbiz.com/news?sort=Date&archive=2017-12&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
182,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0076,November 2017,https://www.mygroundbiz.com/news?sort=Date&archive=2017-11&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
183,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0077,October 2017,https://www.mygroundbiz.com/news?sort=Date&archive=2017-10&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
184,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0078,September 2017,https://www.mygroundbiz.com/news?sort=Date&archive=2017-09&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
185,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0079,August 2017,https://www.mygroundbiz.com/news?sort=Date&archive=2017-08&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
186,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0080,July 2017,https://www.mygroundbiz.com/news?sort=Date&archive=2017-07&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
187,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0081,June 2017,https://www.mygroundbiz.com/news?sort=Date&archive=2017-06&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
188,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0082,May 2017,https://www.mygroundbiz.com/news?sort=Date&archive=2017-05&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
189,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0083,April 2017,https://www.mygroundbiz.com/news?sort=Date&archive=2017-04&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
190,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0084,March 2017,https://www.mygroundbiz.com/news?sort=Date&archive=2017-03&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
191,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0085,February 2017,https://www.mygroundbiz.com/news?sort=Date&archive=2017-02&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
192,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0086,January 2017,https://www.mygroundbiz.com/news?sort=Date&archive=2017-01&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
193,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0087,June 2016,https://www.mygroundbiz.com/news?sort=Date&archive=2016-06&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
194,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0088,April 2016,https://www.mygroundbiz.com/news?sort=Date&archive=2016-04&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
195,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0089,February 2016,https://www.mygroundbiz.com/news?sort=Date&archive=2016-02&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
196,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0090,January 2016,https://www.mygroundbiz.com/news?sort=Date&archive=2016-01&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
197,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0091,December 2015,https://www.mygroundbiz.com/news?sort=Date&archive=2015-12&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
